Material;Descripción;Centro;Subcategoría;ABC;Logística;CATMAN;Importe Vendido;Importe Año Anterior;Volumen Vendido;Volumen Año Anterior;Stock
CUIC0184;SHAMPOO VANART HIERBAS 12/750ML;S005;Shampoos;C;CEDIS;Sandra; $325,88 ; $480,96 ;9;18;14
DEPO0058;DETERGENTE POLVO FOCA 20/500G;S005;Detergente Ropa en P;D;CEDIS;Sandra; $177,18 ; $241,43 ;9;13;22
DEPO0120;JABON ZOTE EN BARRA BLANCO 25/400G;S005;Jabón para Ropa en B;D;CEDIS;Sandra; $208,63 ; $150,85 ;9;7;9
DEPO0121;JABON ZOTE FINAS ESCAMAS 16/500G;S005;Jabón para Ropa en B;D;CEDIS;Sandra; $397,02 ; $280,18 ;9;7;5
DEPO0124;JABON ZOTE EN BARRA ROSA 50/200G;S005;Jabón para Ropa en B;D;CEDIS;Sandra; $104,76 ; $134,44 ;9;13;10
FRIT0141;PAPAS PRINGLES SABOR HABANERO 14/124G;S005;Papas fritas;D;CEDIS;Sandra; $391,68 ; $244,44 ;9;6;17
FRIT0150;BOTANA EXCEL TORNIKECHOZ TORCIDOS 150G;S005;Maíz Frito;D;PdC;Santiago; $144,41 ; $166,68 ;9;12;3
FRIT0163;BOTANA SUSALIA SUSALITAS NACHOS 50G;S005;Mezclas Frituras;D;CEDIS;Sandra; $258,32 ; $130,56 ;9;6;4
GADU0054;GALLETA GAMESA CREMAX CHOCOLATE 90G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $169,41 ; $183,36 ;9;11;7
GADU0057;GALLETA GAMESA CREMAX FRESA 90G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $162,01 ; $100,02 ;9;6;6
GADU0066;GALLETA GAMESA EMPERADOR COMBINADO 109G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $167,56 ; $33,34 ;9;2;20
GADU0075;GALLETA GAMESA EMPERADOR VAINI12/382G;S005;Galleta Dulce Caja;D;CEDIS;Sandra; $424,98 ; $377,76 ;9;8;4
GADU0135;GALLETA MARINELA CANELITAS 120G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $166,68 ; $193,49 ;9;11;15
GADU0279;GALLETA GAMESA CHOKIS PAQUETON 180.5G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $288,00 ; $90,00 ;9;3;6
GASA0001;GALLETA CUETARA SALADITAS 1.2 KG;S005;Galleta Salada;D;CEDIS;Sandra; $679,50 ; $213,00 ;9;3;1
GASA0009;GALLETA GAMESA SALADITAS 1.232 KG;S005;Galleta Salada;C;CEDIS;Sandra; $936,00 ; $1.683,00 ;9;17;3
LADE0019;MARGARINA DELICIA 1KG;S005;Mantequillas y marga;B;PdC;Alma; $729,00 ; $1.368,00 ;9;19;28
LADE0097;QUESO NAVARRO ADOBERA 400G;S005;Quesos;C;PdC;Santiago; $972,00 ; $920,00 ;9;10;4
LADE0103;QUESO NAVARRO MOZZARELLA 1KG;S005;Quesos;B;PdC;Santiago; $2.205,00 ; $4.922,00 ;9;23;2
LEFR0098;LECHE LALA 100 PROTEINA FRESA 330ML;S005;Saborizada UHT;D;PdC;Alma; $211,50 ; $462,00 ;9;23;3
LEFR0106;LECHE SEMIDESCREMADA LALA UHT 1LT;S005;Blanca UHT;D;PdC;Alma; $328,50 ; $213,50 ;9;7;56
LEPC0005;LECHE EVAPORADA ALPURA 24/356ML;S005;Leche Evaporada;C;PdC;Santiago; $219,50 ; $1.113,00 ;9;53;11
LEPC0028;LECHE COFFE MATE NESTLE 12/210G;S005;Leche en Polvo;C;CEDIS;Sandra; $414,00 ; $215,00 ;9;5;4
LIMP0033;CLORO CLORALEX 8/2LT;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $252,18 ; $425,00 ;9;17;6
LIMP0041;CLORO CLORALEX MASCOTAS 15/950ML;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $279,27 ; $137,95 ;9;5;2
MMCA0011;MERMELADA MCCORMICK FRESA 12/450G;S005;Mermeladas;C;CEDIS;Sandra; $414,00 ; $344,00 ;9;8;7
MMCA0029;MIEL CAMPIRANO 14/340G;S005;Miel;C;CEDIS;Sandra; $441,00 ; $322,00 ;9;7;4
OTBO0037;HABAS LA ESPECIAL ENCHILADAS 70G;S005;Semillas;D;PdC;Santiago; $129,15 ; $80,57 ;9;6;8
OTGO0057;CARAMELO MACIZO HALL YERBABUENA 12/25.2G;S005;Pastillas Refrescant;D;PdC;Santiago; $66,68 ; $71,28 ;9;11;29
PAEM0147;PASTELITO MARINELA MINI GANSITO 24G;S005;Pan Seco;D;PdC;Santiago; $66,66 ; $45,36 ;9;7;17
PRFE0014;T.FEMENINA KOTEX MANZANILLA C/A  10/10PZ;S005;Toallas Sanitarias;D;CEDIS;Sandra; $153,00 ; $120,00 ;9;8;18
SERV0007;LAVATRASTES LIQUIDO AXION LIMON 12/900ML;S005;Detergente Trastes L;C;CEDIS;Sandra; $333,63 ; $738,70 ;9;21;20
SERV0021;SERVILLETAS LYS 12/500 PZ;S005;Servilletas;C;CEDIS;Sandra; $430,57 ; $403,47 ;9;9;7
VILA0132;VODKA ABSOLUT AZUL 12/750ML;S005;Vodka;C;CEDIS;Sandra; $1.668,22 ; $1.853,48 ;9;10;6
YOBA0011;YOGHURT YOPLAIT CON DURAZNOS 1KG;S005;Yog Batido Regular;C;PdC;Alma; $477,00 ; $1.058,00 ;9;23;6
ACTE0020;ACCESORIOS Q TOUCH;S005;Otros Accesorios;D;PdC;TELEFONIA; $289,67 ; $360,36 ;8;11;43
ADCO0052;MAYONESA HELLMANN´S 12/390G;S005;Mayonesas;C;CEDIS;Sandra; $408,00 ; $336,00 ;8;7;3
ADCO0224;SALSA PARA PASTA 4 QUESOS HUNTS 24/360G;S005;Moles y Adobos;C;CEDIS;Sandra; $204,00 ; $792,00 ;8;33;7
AGPU0003;AGUA CIEL 24/600ML;S005;Agua sin Sabor;C;PdC;Santiago; $104,00 ; $100,50 ;8;9;61
ALBE0013;PAPILLA FRUTA MIXTA GERBER E2 24/100G;S005;Papillas para Bebe;D;CEDIS;Sandra; $104,00 ; $-   ;8;0;4
ALBE0058;CEREAL NESTLENESTUM ARROZ BOTE 24/270G;S005;Cereales para Bebe;D;CEDIS;Sandra; $448,00 ; $-   ;8;0;6
ALEN0056;FRIJOLES CHARROS LA COSTEÑA 12/560G;S005;Frijoles Envasados;C;CEDIS;Sandra; $204,00 ; $456,00 ;8;19;6
ALEN0180;ATÚN DOLORES PREMIUM ACEITE  24/140G;S005;Pesca y Marisc Env.;;NoClas;Sandra; $324,00 ; $-   ;8;0;30
AZSU0006;ENDULZANTE STEVIA NJOY 12/100G;S005;Otros Endulzantes;D;PdC;Santiago; $628,00 ; $272,24 ;8;4;8
AZSU0015;AZÚCAR MORENA ZULKA 10/1KG;S005;Azúcar Estándar;B;CEDIS;Sandra; $240,00 ; $258,00 ;8;6;31
BEAL0039;ENERGETIZANTE RED BULL 24/250ML;S005;Energéticos;D;PdC;Santiago; $317,28 ; $-   ;8;0;17
BEHI0022;DESODORANTE AXE YOUNG 12/160ML;S005;Desodorante Masculin;C;CEDIS;Sandra; $510,32 ; $568,99 ;8;10;6
BEHI0177;ANTITRANSPIRANTE REXONA BAMBOO/R 12/50ML;S005;Desodorante Masculin;D;CEDIS;Sandra; $224,16 ; $150,00 ;8;6;10
BEHI0231;ANTITRANSPIRANTE REXONA BAMBOO 12/150ML;S005;Desodorante Femenino;C;CEDIS;Sandra; $441,36 ; $442,26 ;8;9;5
CAFR0112;JAMÓN SAN RAFAEL PECHUGA DE PAVO 250G;S005;Otras Carnes Frías;C;PdC;Alma; $1.296,00 ; $700,00 ;8;5;4
CAFR0113;SALCHICHA SAN RAFAEL DE PAVO 500G;S005;Salchicha;D;PdC;Alma; $680,00 ; $760,00 ;8;10;8
CARN0382;BUCHE DE CERDO 900G;S005;Carne de Cerdo;B;PdC;Alma; $734,00 ; $-   ;8;0;10
CERE0055;CEREAL POST HONEY BUNCHES ALMEND 12/340G;S005;Cereal básico;C;PdC;Santiago; $929,60 ; $327,78 ;8;3;9
CIGA0009;CIGARRO MARLBORO 10/14PZ;S005;Cigarros $ Alto;C;PdC;Santiago; $441,37 ; $482,79 ;8;10;3
COBE0051;CONCENTRADO BEBIDA F-DIAZ FRESA 12/1LT;S005;Concentrado de Bebid;D;CEDIS;Sandra; $506,88 ; $59,48 ;8;1;15
CONG0017;MEDALLON ELOTE LA HUERTA CONGELADO 360G;S005;Verduras Congeladas;C;PdC;Alma; $744,00 ; $320,00 ;8;4;6
CUBE0030;MAMILA EVENFLO 4/36/1PZ;S005;Accesorios Bebe;D;CEDIS;Sandra; $37,92 ; $116,37 ;8;27;9
CUBU0056;ENJUAGUE BUCAL LISTERINE C/MINT 12/250ML;S005;Enjuague Bucal;C;CEDIS;Sandra; $441,36 ; $491,40 ;8;10;10
CUCA0004;LIMPIADOR LIQ MR MUSCULO VIDR 12/500ML;S005;Limpiador de vidrios;C;CEDIS;Sandra; $372,40 ; $289,66 ;8;7;6
DEPO0106;AROMATIZANTE GLADE JARDIN AER 12/400ML;S005;Aromatizantes;C;CEDIS;Sandra; $427,60 ; $610,32 ;8;12;10
DETR0007;SUAVIZANTE DOWNY FLORAL 9/800ML;S005;Suavizante Especiali;C;CEDIS;Sandra; $255,19 ; $478,39 ;8;18;7
DETR0020;DETERGENTE EN POLVO SALVO LIMON 24/500G;S005;Detergente Trastes e;D;CEDIS;Sandra; $262,08 ; $150,00 ;8;6;5
ENDO0075;SET FRESHPOD GALON 1,8 GAL 20PZ;S005;Utensilios de cocina;D;CEDIS;Sandra; $413,78 ; $301,72 ;8;7;3
FERR0019;PEGAMENTO KOLA LOKA GOTERO 10/3.5G;S005;Otros Ferretería;D;CEDIS;Sandra; $124,16 ; $-   ;8;0;10
FFAL0191;SALSA DEL HOGAR TATEMADA TAQUERA 240G;S005;Procesados Proveedor;N;NoClas;Santiago; $160,00 ; $-   ;8;0;19
FFBE0001;AGUA CIEL UNICAMENTE LIQUIDO 20LT;S005;Agua en Garrafón;B;PdC;Santiago; $424,00 ; $1.692,00 ;8;36;1
GADU0200;GALLETA MARINELA PRINCIPE TUBO 227G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $244,48 ; $166,68 ;8;6;0
GADU0305;GALLETA TAIFELD´S AVENA NUEZ 12/190G;S005;Galleta Dulce Caja;;NoClas;Sandra; $400,00 ; $-   ;8;0;6
GASA0004;GALLETA CUETARA TOSTAS 20/300G;S005;Galleta Salada;D;CEDIS;Sandra; $212,00 ; $100,00 ;8;4;7
GASE0048;ARROZ VERDE VALLE PARA SUSHI 20/1KG;S005;Arroz;D;CEDIS;Sandra; $640,00 ; $-   ;8;0;4
HACO0007;3ARINA B.CROCKER GOLDEN VAILLA 12/432G;S005;Harinas Preparadas;D;CEDIS;Sandra; $390,53 ; $208,00 ;8;4;3
HUEV0026;PROTEINA ALBUMINA DE HUEVO FRESA 35G;S005;Complementos huevo;D;CEDIS;Alma; $304,00 ; $114,00 ;8;3;29
JUGU0204;JUGUETE BRAZA DIAM BONDY PRINCESA 10G;S005;Juguetes;N;PdC;Diana; $376,46 ; $-   ;8;0;7
LADE0081;QUESO LALA AMERICANO 8 PZ 144G;S005;Quesos;C;PdC;Alma; $296,00 ; $1.122,00 ;8;34;1
LADE0083;QUESO LALA  MANCHEGO 144G;S005;Quesos;C;PdC;Alma; $296,00 ; $832,00 ;8;26;0
LADE0092;QUESO LYNCOTT COTTAGE 1% GRASA 380G;S005;Quesos;C;PdC;Alma; $512,00 ; $480,00 ;8;8;3
LEFR0089;CREMA BATIDA ALPURA FRESAS 355ML;S005;Saborizada UHT;D;PdC;Santiago; $164,00 ; $92,50 ;8;5;11
LEPC0054;CREMA COFFE NESTLE LIQ. CR/IRLA 12/530ML;S005;Sustitutos de Crema;C;CEDIS;Sandra; $340,00 ; $440,00 ;8;11;5
LIMP0043;CLORO CLORALEX VINAGRE 15/950ML;S005;Cloros;D;CEDIS;Sandra; $220,71 ; $110,36 ;8;4;8
LIMP0161;GUANTES SCOTCH BRITE MEDIANO PZ;S005;Jergas, fibras y tel;D;PdC;Santiago; $206,88 ; $217,26 ;8;9;4
LIMP0185;LIMPIADOR PINOL INT/ATARDECER 12/828ML;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $255,20 ; $227,60 ;8;8;9
OTBO0007;CECINA LA ESPECIAL ASADA 50G;S005;Botanas Mariscos y C;C;PdC;Santiago; $564,00 ; $726,00 ;8;11;9
OTBO0031;SALSA MONSA HABANERA 27/180ML;S005;Salsas Botaneras;D;PdC;Santiago; $206,88 ; $193,95 ;8;9;12
OTBO0075;BOTANA LA ESPECIAL MIX 65G;S005;Papas fritas;C;PdC;Santiago; $155,52 ; $288,95 ;8;16;10
OTBO0087;PALOMITAS POPITZ CARAMELO/CHOCOLATE 160G;S005;Palomitas;N;PdC;Santiago; $429,60 ; $1.680,68 ;8;33;24
OTGO0102;DULCE INSPIREKA SONRICS PINTA FRUT 6/20.;S005;Caramelos;C;NoClas;Santiago; $237,04 ; $-   ;8;0;12
OTGO0159;DULCE GOMITAS RICOLINO PAN/RELLENOS 60G;S005;Gomitas;D;PdC;Santiago; $133,36 ; $78,70 ;8;5;8
OTGO0182;GOMA MASCAR INSP SONRICS ARE MAGI 4/30G;S005;Caramelos;N;NoClas;Santiago; $244,48 ; $-   ;8;0;12
PAEM0047;BIMBO REBANADAS CARLOS V 55G;S005;Pan en Barra;C;NoClas;Santiago; $74,08 ; $-   ;8;0;0
PAEM0055;BARRITA MARINELA CON SABOR PIÑA 64G;S005;Pan en Barra;D;PdC;Santiago; $118,49 ; $44,43 ;8;3;30
PAEM0213;PAN TOSTADO BIMBO MINI MANTEQUILLA 115G;S005;Pan en Barra;N;NoClas;Santiago; $200,00 ; $-   ;8;0;17
PONR0013;GELATINA EN POLVO DGARI MANDARI 50/120G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $104,00 ; $91,00 ;8;7;11
REFR0093;REFRESCO MIRINDA NARANJA 600ML;S005;Refrescos de Sabores;D;PdC;Santiago; $117,27 ; $193,12 ;8;16;11
TAAC0011;DULCE LUCAS GUSANO SAB CHAMOY 30/10/36G;S005;Pulpas;D;CEDIS;Sandra; $72,00 ; $77,00 ;8;11;18
VILB0007;BEBIDA PREPARADA NEW MIX PALOMA 24/350ML;S005;Base Tequila;D;CEDIS;Sandra; $141,76 ; $354,39 ;8;20;18
YOBA0035;YOGHURT LALA FRESA CON CEREAL COLOR 100G;S005;Yog Bebible Regular;C;PdC;Alma; $136,00 ; $416,00 ;8;32;1
YOBE0039;YOGHURT BEBIBLE YOPLAIT PIÑA Y COCO 220G;S005;Yog Bebible Regular;D;PdC;Alma; $128,00 ; $221,00 ;8;17;7
YOBE0084;YOGHURT BEBIBLE ALPURA FRU PIÑ/COC 250G;S005;Yog Bebible Regular;D;PdC;Santiago; $112,00 ; $46,00 ;8;4;9
FRVE0086;UVA ROJA SIN SEMILLA KG;S005;Frutas;B;CEDIS;Sebastián; $1.022,05 ; $1.157,35 ;8;8;4,395
GASE0029;MAIZ NILO KG;S005;Otras Semillas;D;CEDIS;Sandra; $63,44 ; $42,61 ;8;5;19,197
CAFR0012;QUESO DE PUERCO FUD KG;S005;Otras Carnes Frías;C;PdC;Alma; $1.116,80 ; $735,56 ;7;5;9,92
GASE0022;GARBANZOS KG;S005;Otras Semillas;D;CEDIS;Sandra; $275,66 ; $158,90 ;7;4;5,18
ADCO0002;ADEREZO ITALIANO CLEMENTE J. 12/237ML;S005;Aderezo para ensalad;D;CEDIS;Sandra; $245,00 ; $124,00 ;7;4;4
ADCO0028;SALSA ENCHILADAS VERDES COSTEÑA 12/420G;S005;Salsa para condiment;D;CEDIS;Sandra; $170,04 ; $184,00 ;7;8;9
ADCO0055;CANELA MCCORMICK EN POLVO 12/63G;S005;Especias;D;CEDIS;Sandra; $276,50 ; $148,00 ;7;4;15
ADCO0171;SALSA ITALIANA PREGO CARNE 12/680G;S005;Salsa para condiment;C;CEDIS;Sandra; $654,50 ; $528,00 ;7;6;8
ADCO0203;SAZONADOR AJO Y HIERBAS PRAGNA 8/90G;S005;Especias;D;CEDIS;Sandra; $357,00 ; $-   ;7;0;2
ADCO0243;CATSUP CLEMENTE JACQUES S/AZUCAR 24/340G;S005;Cátsup;;NoClas;Sandra; $224,00 ; $-   ;7;0;14
ALBE0019;PAPILLA PERA GERBER E2 24/100G;S005;Papillas para Bebe;D;CEDIS;Sandra; $91,00 ; $130,50 ;7;11;7
ALBE0040;LECHE EN POLVO NAN 1 12/720G;S005;Fórmulas Lácteas;N;CEDIS;Sandra; $2.240,00 ; $-   ;7;0;7
ALBE0057;CEREAL NESTLE NESTUM AVENA BOTE 24/270G;S005;Cereales para Bebe;C;CEDIS;Sandra; $416,50 ; $-   ;7;0;10
ALEN0059;CHILE JALAPEÑO LA COSTEÑA PICADO 12/800G;S005;Chiles Envasados;D;CEDIS;Sandra; $322,00 ; $341,00 ;7;8;6
ALEN0077;CHILE SERRANO LA COSTEÑA 24/380G;S005;Chiles Envasados;D;CEDIS;Sandra; $210,00 ; $333,00 ;7;12;15
ALEN0106;GRANOS DE ELOTE HERDEZ 24/400G;S005;Vegetales Envasados;C;CEDIS;Sandra; $150,50 ; $1.029,00 ;7;57;12
ALEN0161;PIÑA ALMIBAR LA COSTEÑA REBANADA 12/800G;S005;Frutas Envasadas;C;CEDIS;Sandra; $539,00 ; $520,00 ;7;10;6
ALEN0200;CHILE JALAPEÑO LA MORENA RAJAS 24/380G;S005;Chiles Envasados;N;CEDIS;Sandra; $182,00 ; $294,00 ;7;12;28
ALMA0086;CROQUETA MIXI MINI 5/3K;S005;Alimento para gato;N;NoClas;Alma; $814,66 ; $-   ;7;0;7
AZSU0002;AZÚCAR MASCABADO ZULKA 20/500G;S005;Azúcar Mascabada;D;CEDIS;Sandra; $203,00 ; $-   ;7;0;13
BEHI0167;ANTITRANSPIRANTE OLD SPICE PURE 12/150ML;S005;Desodorante Masculin;C;CEDIS;Sandra; $398,29 ; $864,62 ;7;17;0
CAFR0219;JAMON LALA PECHUGA DE PAVO 250G;S005;Jamón;C;PdC;Alma; $336,00 ; $1.062,00 ;7;18;0
CATE0115;TE MC BALANCE BUENAS NOCHES 24/20PZ;S005;Te;N;NoClas;Sandra; $238,00 ; $-   ;7;0;12
CATE0116;TE MC BALANCE ANTIGRIPAL 24/20PZ;S005;Te;N;NoClas;Sandra; $238,00 ; $-   ;7;0;12
CERE0038;CEREAL KELLOGG´S ZUCARITAS 50/30G;S005;Cereal Infantil;D;CEDIS;Sandra; $61,59 ; $22,22 ;7;3;4
CERV0098;CERVEZA CARTA BLANCA CAGUAMITA SIX 300ML;S005;Cerveza No retornabl;D;PdC;Santiago; $476,71 ; $372,42 ;7;6;2
CHGO0119;CHOCOLATE DE LA ROSA SUIZO 20/16/18G;S005;Chocolate Golosina;C;CEDIS;Sandra; $51,85 ; $129,64 ;7;28;16
COCO0006;COOLER SIDRA STRONGB RED BERR 12/330ML;S005;Coolers;C;PdC;Santiago; $144,83 ; $275,84 ;7;16;5
CONG0010;ELOTE LA HUERTA CONGELADOS 500G;S005;Verduras Congeladas;C;PdC;Alma; $423,50 ; $486,00 ;7;9;10
CRSP0077;ARROZ VERDE VALLE PREC BLANCO 24/300G;S005;Pastas para Sopa;D;CEDIS;Sandra; $280,00 ; $-   ;7;0;6
CUBE0071;PAÑALES BB TIPS T5 4/40PZ;S005;Pañales Desechables;B;CEDIS;Sandra; $1.423,47 ; $2.454,30 ;7;13;19
CUIC0198;ACONDICIONADOR VANART CLAS ROSA 12/750ML;S005;Shampoos;D;CEDIS;Sandra; $253,47 ; $37,93 ;7;1;8
FFAL0178;CHIMICHURRI MERCADO MIRAGE 220ML;S005;Procesados Proveedor;D;PdC;Santiago; $452,62 ; $452,62 ;7;7;4
FRIT0026;CHICHARRON LA ESPECIAL 100G;S005;Mezclas Frituras;C;PdC;Santiago; $276,50 ; $562,50 ;7;15;11
FRIT0071;BOTANAS SABRITAS DORITOS DIABLO 58G;S005;Maíz Frito;D;PdC;Santiago; $123,13 ; $200,03 ;7;12;5
FRIT0089;PAPAS SABRITAS RANCHERITOS 145G;S005;Maíz Frito;C;PdC;Santiago; $275,45 ; $962,55 ;7;27;0
FRIT0156;BOTANAS SABRITAS PAKETAXO QUEXO 70G;S005;Mezclas Frituras;D;PdC;Santiago; $149,08 ; $-   ;7;0;0
FRIT0162;BOTANA SUSALIA SUSALITAS ENCHILADAS 51G;S005;Mezclas Frituras;D;CEDIS;Sandra; $200,90 ; $130,56 ;7;6;5
FRVE0192;MANZANA NORDIC GOLDEN DELICIOUS 1.36KG;S005;Frutas;N;CEDIS;Sebastián; $518,00 ; $-   ;7;0;4
GADU0061;GALLETA GAMESA CREMAX VAINILLA 90G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $124,98 ; $16,67 ;7;1;8
INVE0021;INSECTICIDA RAID RAIDOLITOS 60/10PZ;S005;Insecticidas y Venen;D;CEDIS;Sandra; $148,61 ; $21,96 ;7;1;0
JUGU0185;JUGUETE DISNEY CAPSULA ACTI/COLORES PZ;S005;Juguetes;N;PdC;Diana; $247,38 ; $-   ;7;0;10
JUGU0197;JUGUETE HUEVO SORPRESA BONDY CARS 10G;S005;Juguetes;N;NoClas;Diana; $181,02 ; $-   ;7;0;29
JUGU0206;JUGUETE MEGA HUEVO BONDY FROZEN 6/10G;S005;Juguetes;N;PdC;Diana; $181,02 ; $-   ;7;0;16
LADE0013;CREMA MI MILLA PREMIUM 460G;S005;Cremas;C;PdC;Santiago; $392,00 ; $1.150,00 ;7;23;1
LADE0131;QUESO PROVIDENCIA CHIHUAHUA 500G;S005;Quesos;D;PdC;Santiago; $847,00 ; $432,00 ;7;4;12
LADE0132;QUESO PROVIDENCIA MANCHEGO 500G;S005;Quesos;D;PdC;Santiago; $798,00 ; $1.020,00 ;7;10;5
LEFR0004;LECHE AL-DIA DESLAC SEMI DESC UHT 12/1LT;S005;Blanca UHT;C;PdC;Santiago; $241,50 ; $310,00 ;7;10;7
LIMP0184;LIMPIADOR  PINOL DULCE AMANECER 12/828ML;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $223,29 ; $56,90 ;7;2;10
MMCA0006;MERMELADA COSTEÑA FRESA 12/270G;S005;Mermeladas;D;CEDIS;Sandra; $210,00 ; $196,00 ;7;7;1
OTBO0042;PISTACHE LA ESPECIAL 50G;S005;Semillas;C;PdC;Santiago; $217,14 ; $379,19 ;7;13;8
OTGO0138;DULCE RICOLINO GOMILOCAS HAMBURGESAS 56G;S005;Gomitas;D;PdC;Santiago; $116,67 ; $157,40 ;7;10;11
OTGO0168;DULCE GOMITA RICOLINO PANDITAS BOMBA 60G;S005;Caramelos;D;PdC;Santiago; $116,68 ; $94,44 ;7;6;10
PAEM0012;BARRA BIMBO BRAN-FRUT RELLENO PIÑA 48G;S005;Pan Seco;D;PdC;Santiago; $77,77 ; $77,77 ;7;7;2
PAHI0021;PAÑUELOS KLEENEX 48/180 PZ;S005;Pañuelos Desechables;C;CEDIS;Sandra; $289,66 ; $-   ;7;0;17
PAHI0038;SERVITOALLA REG MIL USOS 130H 12/1PZ;S005;Servitoallas;D;CEDIS;Sandra; $141,82 ; $162,90 ;7;9;9
PAHI0039;PAPEL HIG KLEENEX COTTONELLE PURE 40PZ;S005;Papel Higiénico $ me;D;CEDIS;Sandra; $1.448,78 ; $-   ;7;0;2
PONR0028;GELATINA POLVO DGARI VAIN/LECH 50/120G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $91,00 ; $91,00 ;7;7;8
PONR0046;GELATINA EN POLVO PRONTO CEREZA 24/84G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $98,00 ; $209,00 ;7;19;11
SERV0031;SERVILLETAS VELVET 12/450 PZ;S005;Servilletas;C;CEDIS;Sandra; $307,79 ; $744,84 ;7;18;7
SUTE0008;SUAVI DE TELA ENSUEÑO COLOR F/P 12/850ML;S005;Suavizante Tradicion;D;CEDIS;Sandra; $147,84 ; $37,94 ;7;2;8
SUTE0018;ACON DE TELA SUAVITEL ANOCHECER 12/850M;S005;Suavizante Tradicion;D;CEDIS;Sandra; $162,94 ; $256,06 ;7;11;12
SUTE0035;QUITAMANCHAS VANISH MULTIUSO 12/925ML;S005;Desmanchadores Ropa;D;CEDIS;Sandra; $331,87 ; $289,66 ;7;7;10
YOBA0010;YOGHURT LACTEOS MACIAS SABOR FRESA KG;S005;Yog Batido Regular;C;PdC;Santiago; $404,26 ; $2.132,00 ;7;41;4
YOBA0053;YOGHURT ALPURA NATURAL SIN GRASA 900G;S005;Yog Batido Regular;D;PdC;Santiago; $375,41 ; $617,50 ;7;13;3
YOBE0081;YOGHURT BEBIBLE LALA PIÑA COCO 220G;S005;Yog Bebible Regular;D;PdC;Alma; $105,00 ; $45,00 ;7;3;2
GASE0041;TAMARINDO KG;S005;Otras Semillas;C;CEDIS;Sandra; $340,83 ; $286,96 ;7;5;3,8
ACCO0016;ACEITE OLIVA EXT VIRGEN CARBONEL 6/750ML;S005;Aceite Liq. Comestib;C;CEDIS;Sandra; $1.290,00 ; $2.880,00 ;6;15;4
ADCO0053;ABLANDADOR DE CARNE MCCORMICK 12/155G;S005;Especias;D;CEDIS;Sandra; $126,00 ; $175,50 ;6;9;8
ADCO0193;AJO CON PIMIENTA PAGNA 80G;S005;Especias;D;CEDIS;Sandra; $300,00 ; $-   ;6;0;7
ADCO0214;SALSA VERDE TATEMADA HERDEZ 12/240ML;S005;Salsa para condiment;D;CEDIS;Sandra; $159,00 ; $245,00 ;6;10;5
ALBE0005;PAPILLA MANGO GERBER E1 12/71G;S005;Papillas para Bebe;D;CEDIS;Sandra; $66,00 ; $-   ;6;0;13
ALEN0068;CHILE JALAPEÑO LA COSTEÑA NACHOS 24/380G;S005;Chiles Envasados;D;CEDIS;Sandra; $165,00 ; $453,00 ;6;17;9
ALEN0076;CHILE SERRANO LA COSTEÑA 24/220G;S005;Chiles Envasados;D;CEDIS;Sandra; $108,00 ; $234,50 ;6;14;25
ALEN0118;FRIJOLES BAYOS LA SIERRA EN LATA 24/440G;S005;Frijoles Envasados;D;CEDIS;Sandra; $102,00 ; $128,00 ;6;8;25
ALMA0083;MAKA PREMIOS HUESOS HORNEADOS 12/1UN;S005;Alimento para perro;N;NoClas;Alma; $362,18 ; $-   ;6;0;6
BEHI0066;CREMA CORPORAL NIVEA PIEL SECA 15/400ML;S005;Crema Corporal;C;CEDIS;Sandra; $481,02 ; $572,40 ;6;8;7
BEHI0191;ANTITRANSPIRANTE REXONA POWDER 12/50ML;S005;Desodorante Masculin;D;CEDIS;Sandra; $168,12 ; $300,00 ;6;12;5
BEHI0232;ANTITRANSPIRANTE REXONA BAMBOO/B 12/45G;S005;Desodorante Femenino;C;CEDIS;Sandra; $318,11 ; $331,87 ;6;7;5
CAFR0111;JAMÓN  SAN RAFAEL PIERNA REAL 300G;S005;Otras Carnes Frías;C;PdC;Alma; $852,00 ; $750,00 ;6;6;2
CAFR0218;JAMON LALA PLENIA VIRGNIA PAVO 250G;S005;Jamón;C;PdC;Alma; $312,00 ; $416,00 ;6;8;1
CARN0248;MATAMBRE PROAN DE CERDO 800G;S005;Carne de Cerdo;B;CEDIS;Alma; $672,00 ; $336,00 ;6;3;11
CARN0412;CABEZA SIN PAPADA PROAN MITAD 2PZ;S005;Carne de Cerdo;N;CEDIS;Alma; $984,10 ; $-   ;6;0;2
CATE0117;TE MC BALANCE YOGA-ZEN 24/20PZ;S005;Te;N;NoClas;Sandra; $204,00 ; $-   ;6;0;11
